,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
678,host location not available,within a day,50.0,99.0,f,host neighbourhood not available,7,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.510843373493976,1,30,t,18,38,5,0,4.55,4.63,4.61,4.89,4.71,4.95,4.71,t,746.2684931506849,746.2684931506849,413.5412256302874,1.0,4.0,1.21,37,67,67,30.816438356164383,18.356164383561644,1 bath,186.56712328767122,4.0,0.0,55.41453638011033
679,host location not available,within a day,50.0,99.0,f,host neighbourhood not available,7,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,2.0,1,30,t,12,51,19,0,4.41,4.39,4.63,4.59,4.65,4.98,4.47,t,699.0219178082192,699.0219178082192,402.5851688768584,3.0,6.0,1.73,40,66,66,26.126027397260273,18.08219178082192,1 bath,116.50365296803653,2.0,0.0,57.59263888880092
680,"Antwerp, Belgium",response not available,95.51634665282823,81.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in home,Private room,1.0,1,7,t,0,25,3,0,4.8,4.92,5.0,5.0,5.0,4.84,4.76,f,42.0,42.0,0.0,1.0,2.0,0.6,0,0,0,0.0,0.0,1.5 baths,21.0,2.0,0.0,0.0
681,"Antwerp, Belgium",within an hour,100.0,88.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,0,27,23,0,4.74,4.93,4.63,4.85,4.93,4.52,4.74,f,60.3041095890411,60.3041095890411,0.5168688368925463,1.0,2.0,0.65,0,0,0,0.0,0.0,1 bath,30.15205479452055,2.0,0.0,0.8571038365625341
682,"Antwerp, Belgium",within an hour,100.0,90.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,2,31,t,0,31,23,0,4.8,4.77,4.53,4.63,4.97,5.0,4.9,f,180.0,180.0,0.0,2.0,4.0,0.76,0,0,0,0.0,0.0,1.5 baths,45.0,2.0,0.0,0.0
683,"Antwerp, Belgium",within an hour,100.0,90.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in rental unit,Private room,1.0,1,4,t,4,66,24,1,4.74,4.85,4.61,4.83,4.94,4.97,4.73,f,70.0,70.0,0.0,1.0,2.0,1.59,4,21,21,4.027397260273973,5.7534246575342465,1.5 shared baths,35.0,2.0,0.0,0.0
684,"Antwerp, Belgium",within an hour,100.0,98.0,t,host neighbourhood not available,20,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,28,33,6,0,4.76,4.85,4.73,4.94,4.91,4.94,4.67,f,98.20821917808219,98.20821917808219,14.868671924115956,1.0,2.0,0.79,58,88,363,97.47397260273972,99.45205479452055,1 bath,49.104109589041094,2.0,0.0,15.139946583446756
685,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,17,137,35,2,4.22,4.27,4.04,4.49,4.61,4.88,4.3,t,74.77534246575343,74.77534246575343,34.838070391131744,7.0,12.0,3.28,43,65,318,60.99452054794521,87.12328767123287,1.5 baths,6.231278538812785,1.7142857142857142,0.0,46.59031873653716
686,"Moscow, Russia",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire townhouse,Entire home/apt,1.0,1,1125,t,0,1,0,0,0.0,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,70.0,70.0,0.0,3.0,5.0,0.02,0,0,0,0.0,0.0,1 bath,14.0,1.6666666666666667,0.0,0.0
687,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,5,96,43,1,4.53,4.51,4.29,4.69,4.74,4.96,4.55,t,74.77534246575343,74.77534246575343,34.838070391131744,4.0,9.0,2.43,20,33,257,50.12328767123287,70.41095890410959,1.5 baths,8.308371385083714,2.25,0.0,46.59031873653716
688,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,16,48,36,2,4.5,4.63,4.15,4.73,4.79,4.54,4.58,t,55.31232876712329,55.31232876712329,0.9054088393320002,1.0,2.0,1.63,20,47,306,46.18082191780822,83.83561643835617,1 bath,27.656164383561645,2.0,0.0,1.6369024040625098
689,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.510843373493976,1,28,t,10,72,19,1,4.78,4.89,4.93,4.9,4.92,4.81,4.85,f,74.57808219178082,74.57808219178082,4.027728294337412,1.0,2.0,1.85,24,36,89,18.797260273972604,24.383561643835616,1 bath,37.28904109589041,2.0,0.0,5.40068633567156
690,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,21,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire serviced apartment,Entire home/apt,1.510843373493976,1,1125,t,20,16,2,0,4.53,4.67,4.67,4.8,4.67,4.87,4.6,t,191.3068493150685,191.3068493150685,44.641355711617756,1.0,2.0,0.41,49,79,354,186.22465753424657,96.98630136986301,1 bath,95.65342465753425,2.0,0.0,23.334948995002623
691,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,4,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire condo,Entire home/apt,1.0,1,365,t,0,21,0,0,4.76,4.9,4.76,4.81,4.76,5.0,4.71,t,159.78082191780823,159.78082191780823,31.069863925957875,1.0,2.0,0.51,0,0,0,0.0,0.0,1 bath,79.89041095890411,2.0,0.0,19.44530235420889
692,host location not available,within an hour,100.0,83.0,f,host neighbourhood not available,3,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,14,1125,t,25,55,0,0,4.85,4.87,4.84,4.93,4.98,4.82,4.8,f,70.0,70.0,0.0,2.0,4.0,1.33,48,62,337,64.63013698630137,92.32876712328768,1 bath,17.5,2.0,0.0,0.0
693,host location not available,within an hour,100.0,79.0,t,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerpen, Vlaanderen, Belgium",Private room in rental unit,Private room,1.0,2,30,t,11,55,24,1,4.78,4.85,4.96,4.82,4.98,4.62,4.71,f,62.0027397260274,62.0027397260274,0.05234239225902162,1.0,2.0,1.33,25,37,101,17.156164383561645,27.671232876712327,1.5 shared baths,31.0013698630137,2.0,0.0,0.08441948289754271
694,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,3.0,1,5,t,13,133,51,1,4.24,4.28,4.15,4.61,4.45,4.62,4.26,t,74.77534246575343,74.77534246575343,34.838070391131744,8.0,15.0,3.22,35,56,292,54.824657534246576,80.0,1 bath,4.9850228310502285,1.875,0.0,46.59031873653716
695,"Antwerpen, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in townhouse,Private room,2.0,2,1125,t,0,9,4,1,4.89,5.0,5.0,5.0,5.0,4.78,4.89,t,90.0,90.0,0.0,2.0,4.0,0.23,1,1,12,2.958904109589041,3.287671232876712,1 private bath,22.5,2.0,0.0,0.0
696,host location not available,within a few hours,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,28,t,7,4,3,0,4.75,5.0,4.75,5.0,4.75,5.0,4.75,f,88.0,88.0,0.0,2.0,3.0,0.16,15,33,115,27.726027397260275,31.506849315068493,1 bath,29.333333333333332,1.5,0.0,0.0
697,"Antwerp, Belgium",within a few hours,90.0,92.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in bed and breakfast,Private room,1.0,2,14,t,14,75,47,2,4.79,4.77,4.85,4.88,4.78,4.74,4.73,f,45.0,45.0,0.0,1.0,2.0,1.83,40,70,338,41.67123287671233,92.6027397260274,1.5 shared baths,22.5,2.0,0.0,0.0
698,"Kontich, Belgium",within an hour,100.0,85.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,26,64,32,3,4.89,4.95,4.83,4.98,5.0,4.95,4.84,f,135.0,135.0,0.0,1.0,2.0,1.58,56,86,361,133.5205479452055,98.9041095890411,1 bath,67.5,2.0,0.0,0.0
699,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,21,t,18,89,52,1,4.94,4.93,4.99,4.93,4.9,4.83,4.83,t,105.5095890410959,105.5095890410959,1.9408962175634545,1.0,2.0,2.45,45,75,161,46.76164383561644,44.109589041095894,1 bath,52.75479452054795,2.0,0.0,1.839544855783181
700,host location not available,response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,2,['phone'],t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,30,1125,t,27,18,0,0,4.61,5.0,5.0,5.0,4.83,4.72,4.44,f,65.0,65.0,0.0,2.0,3.0,0.44,57,87,87,15.493150684931507,23.835616438356162,1 bath,21.666666666666668,1.5,0.0,0.0
701,"Antwerp, Belgium",within a few hours,100.0,83.0,t,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.510843373493976,1,5,t,18,41,28,3,4.93,4.95,4.98,4.9,4.88,4.63,4.68,f,74.64931506849315,74.64931506849315,7.0976532897773925,1.0,2.0,1.02,48,78,78,17.506849315068493,21.36986301369863,1 bath,37.324657534246576,2.0,0.0,9.507995194952649
702,"Antwerp, Belgium",within a few hours,100.0,56.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Private room in townhouse,Private room,1.0,2,1125,t,18,7,7,0,5.0,4.86,4.86,5.0,5.0,4.86,5.0,f,45.0,45.0,0.0,1.0,2.0,0.72,48,78,81,9.986301369863014,22.19178082191781,1 shared bath,22.5,2.0,0.0,0.0
703,"Antwerp, Belgium",within an hour,100.0,84.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,0,14,3,0,4.54,4.54,4.15,4.46,4.69,5.0,4.38,t,99.92876712328767,99.92876712328767,7.9258493400741274,1.0,2.0,0.35,21,51,56,14.07123287671233,15.342465753424658,1.5 baths,49.964383561643835,2.0,0.0,7.931499175102968
704,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,20,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,23,58,16,0,4.83,4.71,4.78,4.86,4.93,4.98,4.84,f,91.78082191780823,91.78082191780823,19.282633659877916,2.0,4.0,1.42,53,80,352,88.0,96.43835616438356,1.5 baths,22.945205479452056,2.0,0.0,21.00943667419534
705,"Mechelen, Belgium",a few days or more,0.0,0.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,0,11,0,0,4.91,5.0,5.0,5.0,5.0,5.0,4.73,f,92.32876712328768,92.32876712328768,6.6267332265648715,1.0,2.0,0.27,0,0,42,10.232876712328768,11.506849315068493,1.5 baths,46.16438356164384,2.0,0.0,7.177322337377383
706,host location not available,within a day,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,10,365,t,19,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,148.7780821917808,148.7780821917808,30.604308424045563,2.0,4.0,1.745327198364008,49,79,173,57.03013698630137,47.397260273972606,1 bath,37.1945205479452,2.0,0.0,20.570441541648187
707,"Edegem, Belgium",within a day,75.0,67.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in home,Private room,1.0,1,12,t,27,22,12,1,4.95,4.86,4.95,4.91,4.95,4.95,4.77,f,41.035616438356165,41.035616438356165,0.22566742463684297,2.0,2.0,0.55,27,55,55,6.210958904109589,15.068493150684931,1.5 baths,20.517808219178082,1.0,0.0,0.5499306315425804
708,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,8,219,50,3,4.53,4.54,4.21,4.69,4.78,4.94,4.6,t,74.77534246575343,74.77534246575343,34.838070391131744,5.0,9.0,5.46,19,35,277,54.11232876712329,75.89041095890411,1 bath,8.308371385083714,1.8,0.0,46.59031873653716
709,Belgium,response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,7,31,t,0,9,0,0,4.88,4.75,4.75,4.88,5.0,4.5,5.0,f,99.0,99.0,0.0,1.0,2.0,0.22,0,0,0,0.0,0.0,1.5 baths,49.5,2.0,0.0,0.0
710,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerpen, Belgium",Entire condo,Entire home/apt,2.0,1,1125,t,19,27,20,3,3.74,4.04,3.56,4.3,3.93,4.74,4.0,t,110.24657534246575,110.24657534246575,4.710815303311921,2.0,4.0,0.67,46,71,341,102.76712328767124,93.42465753424658,1 bath,27.561643835616437,2.0,0.0,4.272981077805296
711,"Ranst, Belgium",response not available,95.51634665282823,50.0,t,host neighbourhood not available,2,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,1125,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,188.54794520547946,188.54794520547946,13.560042602499621,1.0,2.0,1.745327198364008,0,1,151,77.91780821917808,41.369863013698634,1 bath,94.27397260273973,2.0,0.0,7.191827302982216
712,"Knokke-Heist, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,27,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in boutique hotel,Private room,1.0,1,1125,t,17,196,81,7,4.61,4.75,4.67,4.85,4.87,4.87,4.64,t,45.33150684931507,45.33150684931507,6.012095790994209,2.0,2.0,4.85,21,21,21,3.336986301369863,5.7534246575342465,1 private bath,22.665753424657535,1.0,0.0,13.26251035726391
713,"Flanders, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,1.0,2,30,t,0,14,0,0,4.93,4.93,4.93,4.57,4.71,4.93,4.79,f,80.42191780821918,80.42191780821918,9.162906686705393,1.0,2.0,0.35,0,0,0,0.0,0.0,1.5 baths,40.21095890410959,2.0,0.0,11.393544118850816
714,"Antwerp, Belgium",response not available,95.51634665282823,50.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,5,1125,t,0,5,1,0,4.8,5.0,4.6,5.0,4.8,4.8,5.0,f,44.14520547945205,44.14520547945205,1.3560042602499622,1.0,2.0,0.13,0,0,0,0.0,0.0,1.5 baths,22.072602739726026,2.0,0.0,3.0716909017019565
715,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,31,t,16,132,75,5,4.95,4.94,4.94,4.95,4.99,4.96,4.89,f,99.45479452054795,99.45479452054795,2.0208420271933667,1.0,2.0,3.39,40,60,325,88.45479452054795,89.04109589041096,1 bath,49.727397260273975,2.0,0.0,2.0319201672834875
716,"Antwerp, Belgium",a few days or more,33.0,0.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire townhouse,Entire home/apt,3.0,2,1125,t,23,1,0,0,0.0,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,307.0,307.0,0.0,4.0,6.0,0.03,53,83,358,301.1123287671233,98.08219178082192,2 baths,51.166666666666664,1.5,0.0,0.0
717,"Antwerp, Belgium",within a day,80.0,73.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,1125,t,27,27,16,0,4.85,4.77,4.73,4.96,4.85,4.77,4.69,f,176.3178082191781,176.3178082191781,27.262416983794445,4.0,4.0,0.67,57,87,267,123.66027397260274,73.15068493150685,1 bath,44.07945205479452,1.0,0.0,15.4620893142597
718,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,2,1125,t,27,27,13,0,4.93,4.96,4.93,5.0,5.0,4.93,4.74,f,355.1945205479452,355.1945205479452,45.35892236401766,4.0,6.0,0.74,57,87,362,352.5917808219178,99.17808219178083,2.5 baths,59.19908675799087,1.5,0.0,12.770163879229937
719,host location not available,within an hour,100.0,98.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerp, Flanders, Belgium",Room in hotel,Private room,1.0,1,30,t,22,5,4,0,4.8,4.8,5.0,4.6,4.8,4.4,4.8,t,182.95890410958904,182.95890410958904,4.918116197040588,1.0,2.0,0.22,49,77,334,167.0958904109589,91.5068493150685,1 bath,91.47945205479452,2.0,0.0,2.6880988498350025
720,host location not available,within an hour,100.0,98.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in hotel,Private room,1.0,1,1125,t,23,15,9,0,4.6,4.67,4.67,4.73,4.6,4.4,4.2,t,152.93150684931507,152.93150684931507,4.778985498355995,1.0,2.0,0.62,50,75,321,134.05479452054794,87.94520547945206,1 bath,76.46575342465754,2.0,0.0,3.124918858652702
721,host location not available,within an hour,100.0,98.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in aparthotel,Hotel room,1.0,1,1125,t,22,10,6,0,4.8,4.5,4.8,4.6,4.9,4.5,4.6,t,162.8904109589041,162.8904109589041,4.651484590599313,1.0,2.0,0.41,47,74,325,144.65753424657535,89.04109589041096,1 shared bath,81.44520547945206,2.0,0.0,2.855591414630812
722,host location not available,within an hour,100.0,98.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in hotel,Private room,1.0,1,1125,t,18,4,1,0,5.0,4.75,5.0,5.0,5.0,4.75,4.75,t,152.93150684931507,152.93150684931507,4.778985498355995,1.0,2.0,0.18,47,74,327,136.7123287671233,89.58904109589041,1 bath,76.46575342465754,2.0,0.0,3.124918858652702
723,host location not available,within an hour,100.0,98.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in hotel,Private room,1.0,1,1125,t,21,8,8,1,4.63,4.88,4.63,4.63,4.88,4.75,4.63,t,152.93150684931507,152.93150684931507,4.778985498355995,1.0,2.0,0.67,49,76,330,137.986301369863,90.41095890410958,1 bath,76.46575342465754,2.0,0.0,3.124918858652702
724,"Antwerp, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,0,27,0,0,4.85,4.92,4.92,4.88,4.96,4.92,4.81,f,90.0,90.0,0.0,1.0,2.0,0.68,0,0,0,0.0,0.0,1 bath,45.0,2.0,0.0,0.0
725,"Antwerp, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,1125,t,0,5,0,0,4.8,5.0,5.0,4.8,4.8,5.0,5.0,f,67.08767123287672,67.08767123287672,1.9787292795996485,1.0,2.0,0.13,0,0,0,0.0,0.0,1 bath,33.54383561643836,2.0,0.0,2.9494678280470112
726,"Schoten, Belgium",within an hour,100.0,98.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,2,365,t,21,52,52,1,4.65,4.87,4.5,4.94,4.96,4.85,4.69,f,100.62465753424658,100.62465753424658,12.9497738622319,3.0,4.0,5.34,46,72,343,94.37260273972603,93.97260273972603,1 bath,25.156164383561645,1.3333333333333333,0.0,12.86938428369267
727,"Antwerp, Belgium",within an hour,100.0,94.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in condo,Private room,2.0,2,1125,t,10,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,123.42465753424658,123.42465753424658,5.649851228759954,2.0,2.0,0.06,10,10,10,3.9178082191780823,2.73972602739726,1.5 baths,61.71232876712329,1.0,0.0,4.577570917863226
728,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,13,185,65,7,4.47,4.63,4.4,4.81,4.76,4.44,4.54,f,49.99452054794521,49.99452054794521,2.663339348736322,1.0,2.0,4.64,31,48,48,6.791780821917809,13.150684931506849,1 bath,24.997260273972604,2.0,0.0,5.32726250706246
729,"London, United Kingdom",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,0,103,30,2,4.88,4.97,4.92,4.96,4.94,4.65,4.81,t,67.36164383561643,67.36164383561643,4.458681805671632,1.0,2.0,2.7,0,0,0,0.0,0.0,1.5 baths,33.68082191780822,2.0,0.0,6.619021674340692
730,"Antwerp, Belgium",within a few hours,100.0,43.0,f,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Entire home,Entire home/apt,3.0,3,21,t,0,6,3,0,4.33,4.67,4.17,4.67,4.67,4.33,4.33,f,158.7917808219178,158.7917808219178,21.364071677307845,4.0,6.0,0.16,17,33,98,46.93150684931507,26.84931506849315,1 bath,26.465296803652965,1.5,0.0,13.45414200075461
